mu1136	music_band	http://dbpedia.org/resource/Anti-Flag
mu5818	music_artist	http://dbpedia.org/resource/Bruce_Hornsby
mu4063	music_artist	http://dbpedia.org/resource/David_Byrne
mu66	music_band	http://dbpedia.org/resource/Foo_Fighters
mu5656	music_band	http://dbpedia.org/resource/Free_(band)
mu2985	music_artist	http://dbpedia.org/resource/George_Benson
mu1735	music_artist	http://dbpedia.org/resource/Gin_Wigmore
mu1319	music_band	http://dbpedia.org/resource/Hit_the_Lights
mu1708	music_band	http://dbpedia.org/resource/Innerpartysystem
mu1220	music_band	http://dbpedia.org/resource/Ladytron
mu3472	music_artist	http://dbpedia.org/resource/Madball
mu1672	music_band	http://dbpedia.org/resource/Motionless_in_White
mu5832	music_artist	http://dbpedia.org/resource/The_Platters
mu3083	music_band	http://dbpedia.org/resource/The_Weakerthans
mu6271	music_band	http://dbpedia.org/resource/We_Are_Defiance
mu2037	music_band	http://dbpedia.org/resource/Wintersun
mu4200	music_band	http://dbpedia.org/resource/Azra
mu1176	music_band	http://dbpedia.org/resource/Boyz_II_Men
mu224	music_band	http://dbpedia.org/resource/Coheed_and_Cambria
mu2189	music_band	http://dbpedia.org/resource/Gloriana_(band)
mu627	music_band	http://dbpedia.org/resource/Kasabian
mu4999	music_artist	http://dbpedia.org/resource/Michael_McDonald_(singer)
mu4566	music_band	http://dbpedia.org/resource/Rich_Kids
mu1717	music_band	http://dbpedia.org/resource/Sky_Eats_Airplane
mu3513	music_band	http://dbpedia.org/resource/Teen_Top
mu863	music_band	http://dbpedia.org/resource/The_Avett_Brothers
mu956	music_band	http://dbpedia.org/resource/Three_6_Mafia
mu1905	music_artist	http://dbpedia.org/resource/Z-Ro
mu914	music_band	http://dbpedia.org/resource/Above_&_Beyond_(band)
mu1386	music_artist	http://dbpedia.org/resource/Andre_Nickatina
mu488	music_artist	http://dbpedia.org/resource/David_Cook_(singer)
mu2970	music_artist	http://dbpedia.org/resource/Dondria
mu4570	music_artist	http://dbpedia.org/resource/Jonny_Diaz
mu2512	music_artist	http://dbpedia.org/resource/Kem_(singer)
mu5502	music_artist	http://dbpedia.org/resource/Levon_Helm
mu3114	music_band	http://dbpedia.org/resource/Misery_Signals
mu5111	music_band	http://dbpedia.org/resource/Pepper_(band)
mu606	music_artist	http://dbpedia.org/resource/Rob_Thomas_(musician)
mu4245	music_band	http://dbpedia.org/resource/Tarot_(band)
mu1910	music_band	http://dbpedia.org/resource/The_Reverend_Horton_Heat
mu762	music_band	http://dbpedia.org/resource/Them_Crooked_Vultures
mu1903	music_artist	http://dbpedia.org/resource/Too_Short
mu3659	music_band	http://dbpedia.org/resource/Upon_a_Burning_Body
mu5293	music_band	http://dbpedia.org/resource/Wolves_in_the_Throne_Room
mu4289	music_band	http://dbpedia.org/resource/And_So_I_Watch_You_from_Afar
mu4228	music_band	http://dbpedia.org/resource/Broadcast_(band)
mu992	music_band	http://dbpedia.org/resource/CocoRosie
mu2616	music_band	http://dbpedia.org/resource/Comeback_Kid
mu368	music_band	http://dbpedia.org/resource/Dethklok
mu598	music_artist	http://dbpedia.org/resource/Fiona_Apple
mu2039	music_band	http://dbpedia.org/resource/G-Unit
mu3300	music_artist	http://dbpedia.org/resource/Gentleman_(musician)
mu449	music_band	http://dbpedia.org/resource/Interpol_(band)
mu963	music_band	http://dbpedia.org/resource/Jane's_Addiction
mu1652	music_artist	http://dbpedia.org/resource/John_Frusciante
mu2807	music_artist	http://dbpedia.org/resource/Lil_B
mu463	music_artist	http://dbpedia.org/resource/Miles_Davis
mu1322	music_band	http://dbpedia.org/resource/Old_Crow_Medicine_Show
mu720	music_artist	http://dbpedia.org/resource/Orianthi
mu2641	music_band	http://dbpedia.org/resource/Sixx:A.M.
mu5563	music_band	http://dbpedia.org/resource/Skeletonwitch
mu618	music_artist	http://dbpedia.org/resource/Steve_Vai
mu2659	music_band	http://dbpedia.org/resource/Stick_to_Your_Guns
mu2315	music_band	http://dbpedia.org/resource/Tantric_(band)
mu729	music_band	http://dbpedia.org/resource/The_Fratellis
mu5771	music_band	http://dbpedia.org/resource/The_Streets
mu5337	music_artist	http://dbpedia.org/resource/Tobacco_(musician)
mu5570	music_artist	http://dbpedia.org/resource/Will_Oldham
mu1379	music_artist	http://dbpedia.org/resource/Bad_Company
mu5343	music_band	http://dbpedia.org/resource/Can_(band)
mu3089	music_artist	http://dbpedia.org/resource/Chris_Webby
mu2232	music_artist	http://dbpedia.org/resource/Craig_Morgan
mu5316	music_band	http://dbpedia.org/resource/Fear_(band)
mu6368	music_artist	http://dbpedia.org/resource/Kasey_Chambers
mu1256	music_band	http://dbpedia.org/resource/Korpiklaani
mu4586	music_artist	http://dbpedia.org/resource/Master_P
mu3383	music_band	http://dbpedia.org/resource/Meat_Puppets
mu4462	music_band	http://dbpedia.org/resource/Mustard_Plug
mu1636	music_band	http://dbpedia.org/resource/Rooney_(band)
mu630	music_band	http://dbpedia.org/resource/Styx_(band)
mu1458	music_band	http://dbpedia.org/resource/The_Airborne_Toxic_Event
mu3455	music_band	http://dbpedia.org/resource/The_Beautiful_Girls
mu1615	music_band	http://dbpedia.org/resource/The_Cat_Empire
mu928	music_band	http://dbpedia.org/resource/The_Roots
mu2986	music_band	http://dbpedia.org/resource/The_Wonder_Years_(band)
mu1711	music_band	http://dbpedia.org/resource/A_Static_Lullaby
mu450	music_band	http://dbpedia.org/resource/Brokencyde
mu2664	music_artist	http://dbpedia.org/resource/Clay_Walker
mu5056	music_artist	http://dbpedia.org/resource/Deitrick_Haddon
mu3156	music_band	http://dbpedia.org/resource/Ice_Nine_Kills
mu4254	music_artist	http://dbpedia.org/resource/Jerry_Garcia
mu2391	music_artist	http://dbpedia.org/resource/Jon_McLaughlin
mu3306	music_artist	http://dbpedia.org/resource/Krizz_Kaliko
mu5001	music_artist	http://dbpedia.org/resource/Martha_Wainwright
mu1680	music_band	http://dbpedia.org/resource/Ra_Ra_Riot
mu1197	music_artist	http://dbpedia.org/resource/Sarah_Brightman
mu4673	music_band	http://dbpedia.org/resource/The_Dollyrots
mu2450	music_band	http://dbpedia.org/resource/The_Sound_of_Animals_Fighting
mu1503	music_band	http://dbpedia.org/resource/The_White_Tie_Affair
mu5162	music_band	http://dbpedia.org/resource/Bag_Raiders
mu5013	music_band	http://dbpedia.org/resource/Circle_Takes_the_Square
mu1018	music_artist	http://dbpedia.org/resource/DMX_(rapper)
mu5949	music_artist	http://dbpedia.org/resource/Duke_Special
mu4922	music_artist	http://dbpedia.org/resource/John_McLaughlin_(musician)
mu5960	music_band	http://dbpedia.org/resource/Kaizers_Orchestra
mu5450	music_artist	http://dbpedia.org/resource/Nana_Kitade
mu4929	music_band	http://dbpedia.org/resource/Plastic_Tree
mu2937	music_artist	http://dbpedia.org/resource/Ravi_Shankar
mu441	music_artist	http://dbpedia.org/resource/Sarah_McLachlan
mu5569	music_band	http://dbpedia.org/resource/The_Wailin'_Jennys
mu6355	music_band	http://dbpedia.org/resource/Arcadia_(band)
mu5254	music_artist	http://dbpedia.org/resource/Astronautalis
mu1572	music_artist	http://dbpedia.org/resource/Bun_B
mu1931	music_band	http://dbpedia.org/resource/Cursive_(band)
mu1542	music_band	http://dbpedia.org/resource/Dark_Funeral
mu2810	music_band	http://dbpedia.org/resource/Darkthrone
mu817	music_band	http://dbpedia.org/resource/FM_Static
mu2561	music_artist	http://dbpedia.org/resource/Funeral_Party
mu2380	music_band	http://dbpedia.org/resource/Heaven_Shall_Burn
mu6396	music_band	http://dbpedia.org/resource/Moheener_Ghoraguli
mu4226	music_band	http://dbpedia.org/resource/My_Life_with_the_Thrill_Kill_Kult
mu631	music_band	http://dbpedia.org/resource/Poison_(American_band)
mu5268	music_artist	http://dbpedia.org/resource/Richard_Durand
mu976	music_band	http://dbpedia.org/resource/Sanctus_Real
mu1480	music_band	http://dbpedia.org/resource/Sirenia_(band)
mu5186	music_band	http://dbpedia.org/resource/Skinless
mu3808	music_band	http://dbpedia.org/resource/Switchblade_Symphony
mu3100	music_band	http://dbpedia.org/resource/The_Stooges
mu5099	music_band	http://dbpedia.org/resource/Thy_Art_Is_Murder
mu4897	music_band	http://dbpedia.org/resource/Zao_(American_band)
mu982	music_artist	http://dbpedia.org/resource/Al_Green
mu5921	music_band	http://dbpedia.org/resource/American_Football_(band)
mu363	music_band	http://dbpedia.org/resource/Asking_Alexandria
mu1669	music_band	http://dbpedia.org/resource/Babyshambles
mu3587	music_artist	http://dbpedia.org/resource/Bif_Naked
mu717	music_band	http://dbpedia.org/resource/Black_Flag_(band)
mu2439	music_artist	http://dbpedia.org/resource/Fedde_le_Grand
mu4186	music_artist	http://dbpedia.org/resource/Grandmaster_Flash
mu1845	music_artist	http://dbpedia.org/resource/Gretchen_Wilson
mu1382	music_band	http://dbpedia.org/resource/I_See_Stars
mu2166	music_band	http://dbpedia.org/resource/Le_Tigre
mu5448	music_artist	http://dbpedia.org/resource/Lena_Horne
mu988	music_band	http://dbpedia.org/resource/MBLAQ
mu4709	music_band	http://dbpedia.org/resource/Nightmare_of_You
mu6025	music_band	http://dbpedia.org/resource/Oceansize
mu1143	music_band	http://dbpedia.org/resource/Of_Mice_&_Men_(band)
mu6352	music_band	http://dbpedia.org/resource/The_J._Geils_Band
mu374	music_band	http://dbpedia.org/resource/The_Postal_Service
mu5843	music_band	http://dbpedia.org/resource/War_from_a_Harlots_Mouth
mu483	music_band	http://dbpedia.org/resource/2NE1
mu4209	music_artist	http://dbpedia.org/resource/Angela_Aki
mu6253	music_band	http://dbpedia.org/resource/Gatsbys_American_Dream
mu6089	music_band	http://dbpedia.org/resource/Mattafix
mu612	music_artist	http://dbpedia.org/resource/Nas
mu2764	music_band	http://dbpedia.org/resource/Simply_Red
mu2975	music_band	http://dbpedia.org/resource/Stiff_Little_Fingers
mu5386	music_band	http://dbpedia.org/resource/The_Bronx_(band)
mu2859	music_band	http://dbpedia.org/resource/The_Damned_(band)
mu596	music_band	http://dbpedia.org/resource/Travis_Porter
mu5305	music_artist	http://dbpedia.org/resource/Arlo_Guthrie
mu2667	music_band	http://dbpedia.org/resource/Cynic_(band)
mu542	music_artist	http://dbpedia.org/resource/Feist_(singer)
mu1194	music_artist	http://dbpedia.org/resource/Jack_White
mu5353	music_band	http://dbpedia.org/resource/LZ7
mu285	music_band	http://dbpedia.org/resource/Mayday_Parade
mu1718	music_artist	http://dbpedia.org/resource/Rza
mu1441	music_artist	http://dbpedia.org/resource/Scotty_McCreery
mu712	music_artist	http://dbpedia.org/resource/Sheryl_Crow
mu3735	music_artist	http://dbpedia.org/resource/Tangerine_Dream
mu1032	music_band	http://dbpedia.org/resource/The_Corrs
mu3108	music_artist	http://dbpedia.org/resource/The_Vandals
mu5503	music_band	http://dbpedia.org/resource/William_Control
mu4584	music_artist	http://dbpedia.org/resource/Anybody_Killa
mu2103	music_band	http://dbpedia.org/resource/D'espairsRay
mu1066	music_band	http://dbpedia.org/resource/Empire_of_the_Sun_(band)
mu4467	music_artist	http://dbpedia.org/resource/George_Clinton_(musician)
mu4791	music_band	http://dbpedia.org/resource/Guided_by_Voices
mu3621	music_band	http://dbpedia.org/resource/Holy_Fuck
mu92	music_band	http://dbpedia.org/resource/Incubus_(band)
mu3374	music_artist	http://dbpedia.org/resource/Kumi_Koda
mu4342	music_band	http://dbpedia.org/resource/Lagwagon
mu3	music_band	http://dbpedia.org/resource/Linkin_Park
mu3543	music_artist	http://dbpedia.org/resource/Macklemore
mu6101	music_band	http://dbpedia.org/resource/Melt-Banana
mu4264	music_artist	http://dbpedia.org/resource/Morgan_Page
mu5010	music_artist	http://dbpedia.org/resource/Nitty_Gritty_Dirt_Band
mu4719	music_artist	http://dbpedia.org/resource/Noel_Schajris
mu5870	music_band	http://dbpedia.org/resource/Rookie_of_the_Year_(band)
mu999	music_artist	http://dbpedia.org/resource/Seal_(musician)
mu1139	music_band	http://dbpedia.org/resource/TV_on_the_Radio
mu2285	music_artist	http://dbpedia.org/resource/Tom_Jones_(singer)
mu1094	music_band	http://dbpedia.org/resource/White_Lies_(band)
mu5727	music_band	http://dbpedia.org/resource/Wir_sind_Helden
mu4221	music_artist	http://dbpedia.org/resource/Young_Dro
mu5291	music_band	http://dbpedia.org/resource/Black_Light_Burns
mu5370	music_band	http://dbpedia.org/resource/Crime_Mob
mu390	music_artist	http://dbpedia.org/resource/Ellie_Goulding
mu583	music_band	http://dbpedia.org/resource/Infected_Mushroom
mu1199	music_artist	http://dbpedia.org/resource/Karen_Clark_Sheard
mu793	music_artist	http://dbpedia.org/resource/LL_Cool_J
mu884	music_band	http://dbpedia.org/resource/Machine_Head_(band)
mu2064	music_artist	http://dbpedia.org/resource/Netsky_(musician)
mu1512	music_band	http://dbpedia.org/resource/Pennywise_(band)
mu2073	music_artist	http://dbpedia.org/resource/Rebecca_Black
mu4216	music_band	http://dbpedia.org/resource/Robots_in_Disguise
mu657	music_artist	http://dbpedia.org/resource/Rusko_(musician)
mu3480	music_band	http://dbpedia.org/resource/Saving_Jane
mu2140	music_band	http://dbpedia.org/resource/Strapping_Young_Lad
mu305	music_band	http://dbpedia.org/resource/The_Red_Jumpsuit_Apparatus
mu842	music_artist	http://dbpedia.org/resource/Annie_Lennox
mu1349	music_band	http://dbpedia.org/resource/Artist_vs._Poet
mu2921	music_band	http://dbpedia.org/resource/Big_Bad_Voodoo_Daddy
mu669	music_band	http://dbpedia.org/resource/Blondie_(band)
mu652	music_band	http://dbpedia.org/resource/Bright_Eyes_(band)
mu3255	music_band	http://dbpedia.org/resource/Capital_Lights
mu554	music_artist	http://dbpedia.org/resource/Dido_(singer)
mu2904	music_band	http://dbpedia.org/resource/Dissection_(band)
mu3384	music_band	http://dbpedia.org/resource/Drive-By_Truckers
mu5560	music_band	http://dbpedia.org/resource/Elvenking_(band)
mu1801	music_artist	http://dbpedia.org/resource/Fat_Freddy's_Drop
mu1601	music_artist	http://dbpedia.org/resource/Fefe_Dobson
mu1904	music_band	http://dbpedia.org/resource/From_Autumn_to_Ashes
mu4523	music_band	http://dbpedia.org/resource/La_Coka_Nostra
mu3667	music_artist	http://dbpedia.org/resource/Lila_Downs
mu3080	music_artist	http://dbpedia.org/resource/Lisa_Loeb
mu932	music_artist	http://dbpedia.org/resource/Lykke_Li
mu3721	music_artist	http://dbpedia.org/resource/Meshell_Ndegeocello
mu2138	music_artist	http://dbpedia.org/resource/Roger_Waters
mu6216	music_artist	http://dbpedia.org/resource/Sarkodie_(rapper)
mu5107	music_band	http://dbpedia.org/resource/Septicflesh
mu365	music_artist	http://dbpedia.org/resource/Stevie_Wonder
mu2389	music_band	http://dbpedia.org/resource/Tame_Impala
mu3478	music_band	http://dbpedia.org/resource/The_Vaccines
mu1015	music_artist	http://dbpedia.org/resource/Yes_(band)
mu4864	music_band	http://dbpedia.org/resource/A-Teens
mu1151	music_band	http://dbpedia.org/resource/Aiden
mu4046	music_artist	http://dbpedia.org/resource/Alex_Lifeson
mu4636	music_band	http://dbpedia.org/resource/Geto_Boys
mu5476	music_band	http://dbpedia.org/resource/Groove_Coverage
mu1440	music_band	http://dbpedia.org/resource/I_Killed_the_Prom_Queen
mu106	music_band	http://dbpedia.org/resource/Pantera
mu3628	music_band	http://dbpedia.org/resource/Ra_(American_band)
mu4557	music_artist	http://dbpedia.org/resource/Randy_Houser
mu1890	music_artist	http://dbpedia.org/resource/Santigold
mu5767	music_band	http://dbpedia.org/resource/Sea_of_Treachery
mu83	music_artist	http://dbpedia.org/resource/Snoop_Dogg
mu286	music_band	http://dbpedia.org/resource/The_Strokes
mu2213	music_band	http://dbpedia.org/resource/We_Are_the_In_Crowd
mu2381	music_band	http://dbpedia.org/resource/After_the_Burial
mu770	music_artist	http://dbpedia.org/resource/B.B._King
mu4331	music_artist	http://dbpedia.org/resource/Colin_Hay
mu504	music_band	http://dbpedia.org/resource/Dead_Kennedys
mu3818	music_band	http://dbpedia.org/resource/Divine_Heresy
mu4823	music_artist	http://dbpedia.org/resource/Duncan_Sheik
mu601	music_band	http://dbpedia.org/resource/Faith_No_More
mu1126	music_band	http://dbpedia.org/resource/Hot_Chip
mu326	music_artist	http://dbpedia.org/resource/James_Blunt
mu3209	music_band	http://dbpedia.org/resource/Love_and_Theft_(duo)
mu4667	music_band	http://dbpedia.org/resource/Man_Overboard_(band)
mu3871	music_band	http://dbpedia.org/resource/Municipal_Waste_(band)
mu2600	music_artist	http://dbpedia.org/resource/Nate_Dogg
mu426	music_artist	http://dbpedia.org/resource/Nelly_Furtado
mu854	music_band	http://dbpedia.org/resource/Pretty_Lights
mu1087	music_band	http://dbpedia.org/resource/Scouting_for_Girls
